true,0//2,0//0,-0.189215433,0.083480485,1.198276464,-0.183803998,0.078881891,1.167922431,-0.179837747,0.078080242,1.136937828,-0.179924012,0.079285563,1.105626172,-0.190114101,0.085375747,1.076952726,-0.203107364,0.084855722,1.048517355,
false,1//2,0//0,-0.198045402,0.084357002,1.199929257,-0.201741726,0.079086132,1.169827728,-0.203342165,0.074760473,1.139372538,-0.204939281,0.073998503,1.108835149,-0.209161742,0.080752089,1.079447433,-0.214427099,0.083675532,1.049413936,
true,2//2,0//0,-0.204495064,0.079129153,1.203679626,-0.218337821,0.075228416,1.175558548,-0.226229906,0.077847402,1.144896267,-0.228735366,0.081956589,1.113342672,-0.228120088,0.085063232,1.081572384,-0.225837299,0.083457615,1.049796483,
true,0//0,0//2,-0.189215433,0.083480485,1.198276464,-0.183803998,0.078881891,1.167922431,-0.179837747,0.078080242,1.136937828,-0.179924012,0.079285563,1.105626172,-0.190114101,0.085375747,1.076952726,-0.203107364,0.084855722,1.048517355,
false,0//0,1//2,-0.187779271,0.080907541,1.200360721,-0.183036066,0.074217125,1.170085139,-0.177710549,0.070089801,1.139422100,-0.179368690,0.068607225,1.108181836,-0.186259057,0.074114798,1.077351249,-0.199286693,0.082268608,1.049340918,
true,0//0,2//2,-0.189567700,0.079560920,1.203708516,-0.188519144,0.072328033,1.172723192,-0.187723656,0.066023475,1.141481906,-0.192185633,0.064059957,1.110140357,-0.195320766,0.065531916,1.078604677,-0.201222699,0.079339317,1.050905992,
true,0//2,1//1,-0.189567700,0.079560920,1.203708516,-0.188519144,0.072328033,1.172723192,-0.187723656,0.066023475,1.141481906,-0.192185633,0.064059957,1.110140357,-0.195320766,0.065531916,1.078604677,-0.201222699,0.079339317,1.050905992,
false,1//2,1//1,-0.197090381,0.072045617,1.200177348,-0.198748324,0.068275270,1.169164444,-0.200638739,0.064310099,1.138806861,-0.202927150,0.063405989,1.109159853,-0.206464374,0.070442615,1.080333096,-0.212848247,0.075475857,1.051012877,
true,2//2,1//1,-0.207126842,0.069639529,1.196873152,-0.208532298,0.062316008,1.167858380,-0.213551337,0.061184132,1.138472276,-0.213656949,0.064565706,1.108567455,-0.218708605,0.068290567,1.079139091,-0.225191352,0.075072565,1.050711107,
true,1//1,0//2,-0.204495064,0.079129153,1.203679626,-0.218337821,0.075228416,1.175558548,-0.226229906,0.077847402,1.144896267,-0.228735366,0.081956589,1.113342672,-0.228120088,0.085063232,1.081572384,-0.225837299,0.083457615,1.049796483,
false,1//1,1//2,-0.208200002,0.073996379,1.201212648,-0.220269218,0.064858035,1.172156570,-0.226498557,0.065730365,1.141746808,-0.227555424,0.069205340,1.110909583,-0.228753255,0.074308527,1.080365905,-0.228287890,0.079191640,1.049717721,
true,1//1,2//2,-0.207126842,0.069639529,1.196873152,-0.208532298,0.062316008,1.167858380,-0.213551337,0.061184132,1.138472276,-0.213656949,0.064565706,1.108567455,-0.218708605,0.068290567,1.079139091,-0.225191352,0.075072565,1.050711107,
