FALSE,0//0,0//0,0.216993522,1.068284505,0.083260338,0.218787061,1.085333757,0.082185827,0.220290191,1.10699138,0.079207108,0.221008728,1.125574709,0.078906875,0.219083812,1.146161322,0.078360471,0.215312908,1.166092133,0.078039454,0.210514107,1.182941243,0.079196084,0.205992664,1.198490348,0.080516476,0.199342895,1.215725219,0.08396366,0.193722584,1.231375578,0.085591097,0.189966697,1.241746763,0.08670641,0.183560189,1.253102883,0.086483523
FALSE,1//2,0//0,0.220039023,1.068190321,0.085357185,0.222485872,1.086006787,0.084912714,0.224564612,1.107635421,0.085145402,0.225840208,1.126141536,0.086762241,0.223659778,1.145636806,0.088607512,0.220989765,1.165795979,0.08903438,0.216098875,1.183825345,0.090417766,0.211821997,1.199131514,0.091101828,0.205802417,1.213062838,0.091865847,0.198527938,1.228148831,0.091835357,0.191105344,1.241039836,0.090744615,0.184096283,1.252437148,0.089168502
FALSE,1//1,0//0,0.217200245,1.065303081,0.08850279,0.219509773,1.084322749,0.089445403,0.21949864,1.104952377,0.09317909,0.220178384,1.123866751,0.096333024,0.219111264,1.143775619,0.098611736,0.216218128,1.165496209,0.100061391,0.213101983,1.182760321,0.101182585,0.209677976,1.19862929,0.100708519,0.204387914,1.212356897,0.101058451,0.196112207,1.2266055,0.098799756,0.189065229,1.239499127,0.095381067,0.182807332,1.251793301,0.091700782
FALSE,1//1,1//4,0.215082818,1.065535196,0.09006583,0.215700473,1.083118247,0.091416077,0.213282445,1.103389831,0.095680241,0.211556367,1.12200555,0.10012051,0.208389929,1.141593251,0.105190522,0.204144821,1.16366685,0.108161893,0.201069631,1.181018671,0.109162536,0.197575438,1.196361932,0.107818016,0.193261368,1.210272524,0.106190757,0.187231696,1.22441761,0.102837522,0.18212011,1.236016777,0.098590627,0.177898748,1.249453961,0.093108751
FALSE,1//1,1//2,0.212442649,1.06467791,0.089378849,0.211032531,1.082049208,0.092297993,0.207374296,1.101596593,0.095594537,0.202906161,1.119563259,0.09905502,0.198359776,1.138746,0.102148249,0.194152218,1.161309355,0.103726592,0.190521577,1.178005224,0.105596408,0.187488562,1.192688018,0.103888269,0.183762021,1.206629297,0.103029921,0.179879534,1.221988157,0.097562708,0.176712207,1.233888409,0.09558446,0.173300489,1.247374065,0.091629659
FALSE,1//1,3//4,0.209738659,1.06410404,0.089295567,0.205410519,1.080703463,0.093590772,0.199382463,1.098726923,0.09841228,0.19272424,1.117107596,0.102340913,0.186848131,1.135535127,0.105697508,0.18153767,1.157615959,0.108047529,0.178083449,1.176076267,0.108140783,0.17566867,1.189866709,0.108228758,0.173046545,1.204513542,0.105768575,0.170962298,1.219413753,0.102538322,0.169515315,1.232542403,0.099452632,0.167539946,1.245766699,0.096669326
FALSE,1//1,1//1,0.20766732,1.063400353,0.087865235,0.201139802,1.079441427,0.090637732,0.192333771,1.09682088,0.094018176,0.183952652,1.113590966,0.096748875,0.17760355,1.132907743,0.099525168,0.171888232,1.156178179,0.102118618,0.168582522,1.173390954,0.102336757,0.166319708,1.187704565,0.102259014,0.164491737,1.20276928,0.101415233,0.16363391,1.218152269,0.099747392,0.163199964,1.23219329,0.09735629,0.164154241,1.246137636,0.094839949
FALSE,1//2,1//1,0.206129484,1.065426845,0.0855989,0.19990631,1.079758538,0.088264893,0.190982129,1.096504185,0.090572243,0.182256405,1.113283042,0.090799276,0.173442995,1.133123479,0.090243055,0.167456731,1.155752441,0.090818358,0.163975469,1.174341132,0.091330738,0.162260333,1.188311413,0.09206042,0.160767388,1.203498843,0.092377383,0.159659959,1.218056109,0.091882213,0.160390545,1.231511709,0.091068834,0.162408493,1.245809166,0.090116185
FALSE,0//0,1//1,0.208516653,1.067138781,0.083932538,0.199715647,1.081100194,0.085895994,0.190940367,1.09655104,0.086762173,0.181814578,1.113549692,0.08406185,0.175835398,1.133456002,0.081024189,0.170666954,1.157973228,0.080252056,0.16676861,1.175990721,0.081741534,0.164176477,1.190662071,0.082680257,0.162946916,1.205456051,0.083289178,0.163510497,1.220811198,0.084107754,0.164117088,1.232803493,0.084882328,0.166194004,1.247585642,0.084469171
FALSE,0//0,1//4,0.215027001,1.067660498,0.083296193,0.21310124,1.086150681,0.080201555,0.211396598,1.107816233,0.076294662,0.210911832,1.124562033,0.076087586,0.208477119,1.14448448,0.075972909,0.204436672,1.163649643,0.077761281,0.200310844,1.18117744,0.079830272,0.196364117,1.19717714,0.082504717,0.19228045,1.212679038,0.084630176,0.186969227,1.228223536,0.084476842,0.184096611,1.239289593,0.084943255,0.179602309,1.251724803,0.085073789
FALSE,0//0,1//2,0.213074253,1.067432369,0.083571428,0.206652023,1.086179548,0.079635967,0.203034462,1.107240364,0.077058509,0.199975629,1.12219335,0.077166117,0.196491935,1.141972306,0.078084681,0.192392258,1.163102852,0.080304073,0.18997678,1.180278464,0.081769293,0.186875667,1.195340349,0.080996281,0.18495115,1.209687657,0.080843473,0.180231155,1.225485808,0.081843294,0.178488236,1.236542604,0.082349456,0.175783032,1.249994308,0.084932078
FALSE,0//0,3//4,0.210651539,1.067448051,0.082971505,0.202259201,1.083610836,0.083034473,0.195916176,1.101903114,0.083343605,0.189855585,1.118040401,0.083269432,0.184930481,1.137477226,0.080129143,0.17990207,1.159557914,0.076620537,0.17615136,1.178312441,0.076464886,0.17410013,1.192803042,0.078973047,0.173455162,1.207259121,0.080950889,0.17234676,1.223173294,0.082539479,0.171832785,1.234644888,0.083310751,0.171152238,1.248518975,0.083221833
